text,date,gender,dataset,title
"The dream was very familiar. I was walking down the road and then the road disappeared and I fell off a cliff. I was the only person and I could never be saved by any one. I felt like someone was watching me but no one was there. The dream was very unpleasant.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I play b-ball. My dream was like real life like. It didn't feel like a dream. It started that me and a friend (I forget which one) went to the grocery store. At the store we got a lot of liquor. We brought it back to school for some reason - to put in our b-ball lockers. It wasn't our real locker room, but in my dream it was. Our coach came in, saw the liquor, and had a lot of counseling with her. She was crying, I was crying. Very weird.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"That day my friend and I met some guys on vacation in the hot tubs. We had to leave then. But in my dream she and I woke up the following morning to one of the guys calling, who said he was going to ski with us. So I told him to make breakfast and he did. But I never let him into my condo. He was just there. The place was familiar. We were 16 and the guys we met were 20, 19, 22. It was pleasing for me.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I remember it starting with me running down the street, the freeway. It was probably traffic hour because there were tons of cars with people in them just kind of sitting there. I was running away from a big red dot. It was the circle on the 7-up can. I remember being really scared, but I also thought it was somewhat funny. I saw people that I knew in those cars, from my parents, to my brothers, to my friends. I remember looking for my ex-boy friend and why he wasn't there. I stopped and hid behind a car and started talking to the person in it. I don't remember who it was. The car was somehow parked in front of the wall, so the circle started climbing the wall. I thought that the chase was all over, but then it slipped and turned around and saw me. I was so scared, but the person in the car kept smiling at me. I started to run really fast and then I woke up.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"It was at school and my boy friend who's 17 was in it and I was too. We were holding hands and walking down the hall and he kept looking at me and smiling. I was happy.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I was at a party at my friends' house and they all turned into vampires and they all attacked me and made me a vampire. Then the head guy vampire liked me and he made me do this weird test and then I became head vampire and I got to boss everyone around and they told me all the people in my school that were vampires.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I was standing at my mailbox in front of my house and I saw my neighbor Cindy walking down the street toward me. For the first time in a while she looked healthy and young (in real life she has cancer) and I looked at her and she was coming right at me and I was very scared.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I was working at a Dairy Queen (where my boy friend's ex-girl friend works) and we have never gotten along, but for some reason we made peace and became friends after I beat her up for going out with my boy friend.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"My brother and I were in a big dome that was a court room. It seemed familiar. The dome was huge - 10,000 seats. There were old judges around us, male and middle-aged people. I didn't know them. They were just authority figures to me. The old men were making fun of my brother and me because we were out of place and we were saving seats for these other kids that never came. At the first entrance of the dome was a bar that you had to make communion at in large glasses. At the bar it was just me and this guy I just met. He was old. I was telling him about a dream I had. I said, ""Hey buddy, I had this dream last night,"" and he cut me off and seemed to remind me that dreams are only interesting to the people who have them. I got pretty mad and pretended to push him but said ""psych."" The guy wasn't mad. He looked disappointed and walked out. He had a tattoo on his hand of a cross - I didn't notice until I had insulted him. I felt bad and tried to apologize.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I was dreaming that I was going to Savannah, Georgia, and about to go to see the Olympics with some of my close friends. We all walked in together and ate and it was nice and sunny but not like a normal day. We sat in bleachers that looked like the Metrodome seats. We also were up really high but could still see really well. My friends and I were about to leave when the Olympics finally started and when they did we got up and started to walk down the stairs but they kept on going.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
